2.36418, 1.225, 1155.52
2.36418, 1.675, 708.857
2.36418, 2.125, 478.862
2.36418, 2.575, 346.134
2.36418, 3.025, 261.227
2.36418, 3.475, 198.98
2.36418, 3.925, 158.572
2.36418, 4.375, 143.677
2.36418, 4.825, 125.167
2.36418, 5.275, 95.5823
2.36418, 5.725, 69.128
2.36418, 6.175, 55.1218
2.36418, 6.625, 52.3173
2.36418, 7.075, 55.0837
2.36418, 7.525, 58.5154
2.36418, 7.975, 59.9818
2.36418, 8.425, 58.7489
2.36418, 8.875, 55.1523
2.36418, 9.325, 49.9392
2.36418, 9.775, 43.8847
2.3789, 1.225, 1155.16
2.3789, 1.675, 708.739
2.3789, 2.125, 478.508
2.3789, 2.575, 345.859
2.3789, 3.025, 260.977
2.3789, 3.475, 198.841
2.3789, 3.925, 156.173
2.3789, 4.375, 141.583
2.3789, 4.825, 125.922
2.3789, 5.275, 97.7208
2.3789, 5.725, 70.3945
2.3789, 6.175, 54.7428
2.3789, 6.625, 50.7682
2.3789, 7.075, 53.1983
2.3789, 7.525, 56.9423
2.3789, 7.975, 59.0455
2.3789, 8.425, 58.5113
2.3789, 8.875, 55.5223
2.3789, 9.325, 50.7625
2.3789, 9.775, 45.0003
2.39361, 1.225, 1154.75
2.39361, 1.675, 708.616
2.39361, 2.125, 478.14
2.39361, 2.575, 345.602
2.39361, 3.025, 260.656
2.39361, 3.475, 198.893
2.39361, 3.925, 153.95
2.39361, 4.375, 139.178
2.39361, 4.825, 126.268
2.39361, 5.275, 99.7372
2.39361, 5.725, 71.7951
2.39361, 6.175, 54.5605
2.39361, 6.625, 49.3417
2.39361, 7.075, 51.3218
2.39361, 7.525, 55.2846
2.39361, 7.975, 57.9704
2.39361, 8.425, 58.1171
2.39361, 8.875, 55.743
2.39361, 9.325, 51.4575
2.39361, 9.775, 46.014
2.40832, 1.225, 1154.28
2.40832, 1.675, 708.488
2.40832, 2.125, 477.762
2.40832, 2.575, 345.372
2.40832, 3.025, 260.261
2.40832, 3.475, 199.105
2.40832, 3.925, 151.975
2.40832, 4.375, 136.554
2.40832, 4.825, 126.225
2.40832, 5.275, 101.599
2.40832, 5.725, 73.293
2.40832, 6.175, 54.556
2.40832, 6.625, 48.0356
2.40832, 7.075, 49.4605
2.40832, 7.525, 53.5501
2.40832, 7.975, 56.7624
2.40832, 8.425, 57.5685
2.40832, 8.875, 55.8129
2.40832, 9.325, 52.0202
2.40832, 9.775, 46.9205
2.42303, 1.225, 1153.75
2.42303, 1.675, 708.348
2.42303, 2.125, 477.376
2.42303, 2.575, 345.18
2.42303, 3.025, 259.796
2.42303, 3.475, 199.443
2.42303, 3.925, 150.3
2.42303, 4.375, 133.804
2.42303, 4.825, 125.828
2.42303, 5.275, 103.286
2.42303, 5.725, 74.857
2.42303, 6.175, 54.711
2.42303, 6.625, 46.8466
2.42303, 7.075, 47.6195
2.42303, 7.525, 51.7461
2.42303, 7.975, 55.4267
2.42303, 8.425, 56.8676
2.42303, 8.875, 55.731
2.42303, 9.325, 52.4472
2.42303, 9.775, 47.7145
2.43774, 1.225, 1153.14
2.43774, 1.675, 708.189
2.43774, 2.125, 476.985
2.43774, 2.575, 345.031
2.43774, 3.025, 259.269
2.43774, 3.475, 199.863
2.43774, 3.925, 148.962
2.43774, 4.375, 131.023
2.43774, 4.825, 125.122
2.43774, 5.275, 104.79
2.43774, 5.725, 76.4624
2.43774, 6.175, 55.0093
2.43774, 6.625, 45.7714
2.43774, 7.075, 45.8037
2.43774, 7.525, 49.8793
2.43774, 7.975, 53.9686
2.43774, 8.425, 56.0167
2.43774, 8.875, 55.4969
2.43774, 9.325, 52.7354
2.43774, 9.775, 48.3913
2.45245, 1.225, 1152.46
2.45245, 1.675, 707.996
2.45245, 2.125, 476.592
2.45245, 2.575, 344.929
2.45245, 3.025, 258.694
2.45245, 3.475, 200.321
2.45245, 3.925, 147.978
2.45245, 4.375, 128.295
2.45245, 4.825, 124.163
2.45245, 5.275, 106.113
2.45245, 5.725, 78.0919
2.45245, 6.175, 55.4381
2.45245, 6.625, 44.8078
2.45245, 7.075, 44.0179
2.45245, 7.525, 47.9571
2.45245, 7.975, 52.3942
2.45245, 8.425, 55.0191
2.45245, 8.875, 55.1104
2.45245, 9.325, 52.8823
2.45245, 9.775, 48.9468
2.46716, 1.225, 1151.69
2.46716, 1.675, 707.753
2.46716, 2.125, 476.197
2.46716, 2.575, 344.876
2.46716, 3.025, 258.087
2.46716, 3.475, 200.772
2.46716, 3.925, 147.346
2.46716, 4.375, 125.696
2.46716, 4.825, 123.009
2.46716, 5.275, 107.267
2.46716, 5.725, 79.7347
2.46716, 6.175, 55.9883
2.46716, 6.625, 43.9558
2.46716, 7.075, 42.2688
2.46716, 7.525, 45.9877
2.46716, 7.975, 50.7104
2.46716, 8.425, 53.8788
2.46716, 8.875, 54.573
2.46716, 9.325, 52.8867
2.46716, 9.775, 49.3776
2.48187, 1.225, 1150.82
2.48187, 1.675, 707.438
2.48187, 2.125, 475.802
2.48187, 2.575, 344.87
2.48187, 3.025, 257.471
2.48187, 3.475, 201.176
2.48187, 3.925, 147.05
2.48187, 4.375, 123.288
2.48187, 4.825, 121.718
2.48187, 5.275, 108.271
2.48187, 5.725, 81.3864
2.48187, 6.175, 56.6551
2.48187, 6.625, 43.218
2.48187, 7.075, 40.5647
2.48187, 7.525, 43.9816
2.48187, 7.975, 48.9263
2.48187, 8.425, 52.602
2.48187, 8.875, 53.8872
2.48187, 9.325, 52.7484
2.48187, 9.775, 49.6816
2.49658, 1.225, 1149.85
2.49658, 1.675, 707.021
2.49658, 2.125, 475.408
2.49658, 2.575, 344.904
2.49658, 3.025, 256.869
2.49658, 3.475, 201.499
2.49658, 3.925, 147.058
2.49658, 4.375, 121.115
2.49658, 4.825, 120.344
2.49658, 5.275, 109.144
2.49658, 5.725, 83.0473
2.49658, 6.175, 57.4376
2.49658, 6.625, 42.5999
2.49658, 7.075, 38.9167
2.49658, 7.525, 41.9514
2.49658, 7.975, 47.053
2.49658, 8.425, 51.1968
2.49658, 8.875, 53.058
2.49658, 9.325, 52.4693
2.49658, 9.775, 49.8581
2.51129, 1.225, 1148.75
2.51129, 1.675, 706.473
2.51129, 2.125, 475.014
2.51129, 2.575, 344.971
2.51129, 3.025, 256.303
2.51129, 3.475, 201.715
2.51129, 3.925, 147.326
2.51129, 4.375, 119.205
2.51129, 4.825, 118.933
2.51129, 5.275, 109.909
2.51129, 5.725, 84.7211
2.51129, 6.175, 58.3379
2.51129, 6.625, 42.11
2.51129, 7.075, 37.3384
2.51129, 7.525, 39.9124
2.51129, 7.975, 45.1045
2.51129, 8.425, 49.674
2.51129, 8.875, 52.0925
2.51129, 9.325, 52.0531
2.51129, 9.775, 49.9083
2.52601, 1.225, 1147.53
2.52601, 1.675, 705.755
2.52601, 2.125, 474.623
2.52601, 2.575, 345.059
2.52601, 3.025, 255.796
2.52601, 3.475, 201.809
2.52601, 3.925, 147.806
2.52601, 4.375, 117.569
2.52601, 4.825, 117.523
2.52601, 5.275, 110.586
2.52601, 5.725, 86.4123
2.52601, 6.175, 59.3603
2.52601, 6.625, 41.7588
2.52601, 7.075, 35.8461
2.52601, 7.525, 37.8826
2.52601, 7.975, 43.0973
2.52601, 8.425, 48.0471
2.52601, 8.875, 51.0004
2.52601, 9.325, 51.5061
2.52601, 9.775, 49.8353
2.54072, 1.225, 1146.17
2.54072, 1.675, 704.828
2.54072, 2.125, 474.234
2.54072, 2.575, 345.158
2.54072, 3.025, 255.368
2.54072, 3.475, 201.776
2.54072, 3.925, 148.444
2.54072, 4.375, 116.2
2.54072, 4.825, 116.137
2.54072, 5.275, 111.188
2.54072, 5.725, 88.1244
2.54072, 6.175, 60.5094
2.54072, 6.625, 41.5583
2.54072, 7.075, 34.4579
2.54072, 7.525, 35.8827
2.54072, 7.975, 41.051
2.54072, 8.425, 46.3323
2.54072, 8.875, 49.7942
2.54072, 9.325, 50.8369
2.54072, 9.775, 49.6448
2.55543, 1.225, 1144.65
2.55543, 1.675, 703.647
2.55543, 2.125, 473.851
2.55543, 2.575, 345.252
2.55543, 3.025, 255.034
2.55543, 3.475, 201.624
2.55543, 3.925, 149.19
2.55543, 4.375, 115.082
2.55543, 4.825, 114.787
2.55543, 5.275, 111.725
2.55543, 5.725, 89.8579
2.55543, 6.175, 61.7886
2.55543, 6.625, 41.5203
2.55543, 7.075, 33.1927
2.55543, 7.525, 33.9347
2.55543, 7.975, 38.9873
2.55543, 8.425, 44.5487
2.55543, 8.875, 48.4889
2.55543, 9.325, 50.0568
2.55543, 9.775, 49.3442
2.57014, 1.225, 1142.97
2.57014, 1.675, 702.17
2.57014, 2.125, 473.474
2.57014, 2.575, 345.327
2.57014, 3.025, 254.804
2.57014, 3.475, 201.369
2.57014, 3.925, 149.996
2.57014, 4.375, 114.183
2.57014, 4.825, 113.472
2.57014, 5.275, 112.195
2.57014, 5.725, 91.6084
2.57014, 6.175, 63.1985
2.57014, 6.625, 41.6553
2.57014, 7.075, 32.0694
2.57014, 7.525, 32.0618
2.57014, 7.975, 36.9295
2.57014, 8.425, 42.7171
2.57014, 8.875, 47.1019
2.57014, 9.325, 49.179
2.57014, 9.775, 48.9435
2.58485, 1.225, 1141.12
2.58485, 1.675, 700.348
2.58485, 2.125, 473.106
2.58485, 2.575, 345.368
2.58485, 3.025, 254.683
2.58485, 3.475, 201.035
2.58485, 3.925, 150.823
2.58485, 4.375, 113.469
2.58485, 4.825, 112.182
2.58485, 5.275, 112.59
2.58485, 5.725, 93.3654
2.58485, 6.175, 64.7351
2.58485, 6.625, 41.9705
2.58485, 7.075, 31.1053
2.58485, 7.525, 30.2867
2.58485, 7.975, 34.9016
2.58485, 8.425, 40.8597
2.58485, 8.875, 45.6522
2.58485, 9.325, 48.2189
2.58485, 9.775, 48.4542
2.59956, 1.225, 1139.09
2.59956, 1.675, 698.138
2.59956, 2.125, 472.752
2.59956, 2.575, 345.361
2.59956, 3.025, 254.67
2.59956, 3.475, 200.656
2.59956, 3.925, 151.644
2.59956, 4.375, 112.902
2.59956, 4.825, 110.896
2.59956, 5.275, 112.892
2.59956, 5.725, 95.1115
2.59956, 6.175, 66.3889
2.59956, 6.625, 42.469
2.59956, 7.075, 30.3146
2.59956, 7.525, 28.6306
2.59956, 7.975, 32.927
2.59956, 8.425, 38.9993
2.59956, 8.875, 44.1596
2.59956, 9.325, 47.1928
2.59956, 9.775, 47.8891
2.61427, 1.225, 1136.88
2.61427, 1.675, 695.498
2.61427, 2.125, 472.413
2.61427, 2.575, 345.293
2.61427, 3.025, 254.755
2.61427, 3.475, 200.267
2.61427, 3.925, 152.443
2.61427, 4.375, 112.444
2.61427, 4.825, 109.589
2.61427, 5.275, 113.078
2.61427, 5.725, 96.8228
2.61427, 6.175, 68.1441
2.61427, 6.625, 43.1485
2.61427, 7.075, 29.7072
2.61427, 7.525, 27.1115
2.61427, 7.975, 31.0276
2.61427, 8.425, 37.1576
2.61427, 8.875, 42.6438
2.61427, 9.325, 46.1175
2.61427, 9.775, 47.2618
2.62898, 1.225, 1134.46
2.62898, 1.675, 692.387
2.62898, 2.125, 472.094
2.62898, 2.575, 345.151
2.62898, 3.025, 254.925
2.62898, 3.475, 199.907
2.62898, 3.925, 153.215
2.62898, 4.375, 112.065
2.62898, 4.825, 108.236
2.62898, 5.275, 113.119
2.62898, 5.725, 98.4696
2.62898, 6.175, 69.9786
2.62898, 6.625, 44.0002
2.62898, 7.075, 29.2881
2.62898, 7.525, 25.7438
2.62898, 7.975, 29.2223
2.62898, 8.425, 35.3548
2.62898, 8.875, 41.1239
2.62898, 9.325, 45.0094
2.62898, 9.775, 46.5858
2.64369, 1.225, 1131.85
2.64369, 1.675, 688.774
2.64369, 2.125, 471.796
2.64369, 2.575, 344.924
2.64369, 3.025, 255.158
2.64369, 3.475, 199.612
2.64369, 3.925, 153.97
2.64369, 4.375, 111.743
2.64369, 4.825, 106.809
2.64369, 5.275, 112.985
2.64369, 5.725, 100.018
2.64369, 6.175, 71.8645
2.64369, 6.625, 45.0096
2.64369, 7.075, 29.0563
2.64369, 7.525, 24.5369
2.64369, 7.975, 27.5265
2.64369, 8.425, 33.6083
2.64369, 8.875, 39.6168
2.64369, 9.325, 43.8835
2.64369, 9.775, 45.8737
